"Granteeid","Vendorcode","Grantee","Abbrev","Region","State","Manager","Rep","Contact","Phone","Fax","Email","Comment","Transfer","Transtime","Transno","Updtdate","Updtflag","Addstamp","Newstart"
"0","6046","NORTH JERSEY TRANSPORTATION PLANNING AUTHORITY                        ","NJTPA               ","02","NJ","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-12-14","false","07/14/1999V7IKE204 Pushout              ","false"
"0","1793","ONEIDA COUNTY                                                         ","ONEIDA CNT          ","02","NY","                                        ","                                        ","                                        ","3157985710       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IJR204 Pushout              ","false"
"0","3152","ORANGE COUNTY                                                         ","ORANGE CNT          ","02","NY","                                        ","                                        ","                                        ","9142945151       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IML204 Pushout              ","false"
"0","2577","PORT AUTHORITY OF NEW YORK AND NEW JERSEY                             ","PA NY/NJ            ","02","NY","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7ILE204 Pushout              ","false"
"0","1925","PORT AUTHORITY TRANS-HUDSON CORPORATION                               ","PATH                ","02","NY","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IL6204 Pushout              ","false"
"0","2062","POUGHKEEPSIE, CITY OF                                                 ","POUGHKEEPSIE CTY    ","02","NY","                                        ","                                        ","                                        ","9144514118       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IMX204 Pushout              ","false"
"0","1795","PUTNAM COUNTY                                                         ","PUTNAM CNT          ","02","NY","                                        ","                                        ","                                        ","9148783480       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IN0204 Pushout              ","false"
"0","1797","ROCHESTER-GENESEE REGIONAL TRANSPORTATION AUTHORITY                   ","RGRTA               ","02","NY","                                        ","                                        ","                                        ","7166540200       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IO8204 Pushout              ","false"
"0","1798","ROCKLAND COUNTY DEPARTMENT OF PUBLIC TRANSPORTATION                   ","ROCKLAND CNT        ","02","NY","                                        ","                                        ","                                        ","9143642064       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IO4204 Pushout              ","false"
"0","1802","ROME, CITY OF, V.I.P. TRANSPORTATION                                  ","ROME CTY            ","02","NY","                                        ","                                        ","                                        ","3153397763       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IKI204 Pushout              ","false"
"0","2036","SARATOGA COUNTY PLANNING BOARD                                        ","SARATOGA CNT        ","02","NY","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IM9204 Pushout              ","false"
"0","5628","SOUTH JERSEY TRANSPORTATION AUTHORITY                                 ","S.J.T.A             ","02","NJ","                                        ","                                        ","                                        ","6093444149       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7ILI204 Pushout              ","false"
"0","1799","SUFFOLK COUNTY                                                        ","SUFFOLK CNT         ","02","NY","                                        ","                                        ","                                        ","5168525200       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7ILP204 Pushout              ","false"
"0","6049","SYRACUSE METRO. PLANNING ORGANIZATION                                 ","SMPO                ","02","NY","                                        ","                                        ","                                        ","3154352619       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IJ6204 Pushout              ","false"
"0","5475","TOMPKINS COUNTY                                                       ","TOMPKINS            ","02","NY","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IM5204 Pushout              ","false"
"0","1801","UTICA TRANSIT AUTHORITY                                               ","UTA                 ","02","NY","                                        ","                                        ","                                        ","3157971121       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IKM204 Pushout              ","false"
"0","2015","VIRGIN ISLANDS DEPARTMENT OF PUBLIC WORKS                             ","VIDPW               ","02","VI","                                        ","                                        ","                                        ","8097764844       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IJE204 Pushout              ","false"
"0","1803","WESTCHESTER COUNTY DEPARTMENT OF TRANSPORTATION                       ","WCDOT               ","02","NY","                                        ","                                        ","                                        ","9142855600       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/14/1999V7IJY204 Pushout              ","false"
"0","2047","ALLEGANY COUNTY PLANNING & ZONNING COMMISSION                         ","ALLEGANY CPC        ","03","MD","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNM204 Pushout              ","false"
"0","5046","AREA TRANSPORTATION AUTHORITY OF NORTH CENTRAL PENNSYLVANIA           ","ATA                 ","03","PA","                                        ","                                        ","                                        ","8149653211       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWN4204 Pushout              ","false"
"0","1491","B-C-K-P REGIONAL INTERGOVERNMENTAL COUNCIL                            ","BCKP-RIC            ","03","WV","                                        ","                                        ","                                        ","3047688191       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWM7204 Pushout              ","false"
"0","2045","BALTIMORE METROPOLITAN COUNCIL                                        ","BMC                 ","03","MD","                                        ","                                        ","                                        ","3013331750       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWLY204 Pushout              ","false"
"0","1402","BALTIMORE, MAYOR AND CITY COUNCIL OF                                  ","BALTIMORE CITY      ","03","MD","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWO4204 Pushout              ","false"
"0","1422","BEAVER COUNTY TRANSIT AUTHORITY                                       ","BCTA                ","03","PA","                                        ","                                        ","                                        ","4127284255       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNT204 Pushout              ","false"
"0","1495","BEL-O-MAR REGIONAL COUNCIL AND INTERSTATE PLANNING COMMISSION         ","BEL-O-MAR           ","03","WV","                                        ","                                        ","                                        ","3042421800       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNR204 Pushout              ","false"
"0","1442","BERKS AREA READING TRANSPORTATION AUTHORITY                           ","BARTA               ","03","PA","                                        ","                                        ","                                        ","6109210601       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWM2204 Pushout              ","false"
"0","1481","BERKS COUNTY PLANNING COMMISSION                                      ","BERKS CPC           ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWQA204 Pushout              ","false"
"0","1475","BLAIR COUNTY PLANNING COMMISSION                                      ","BLAIR CPC           ","03","PA","                                        ","                                        ","                                        ","8146955541       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWT8204 Pushout              ","false"
"0","2947","BRISTOL-TENN-VA METROPOLITAN PLANNING ORGANIZATION                    ","BRISTOL-TN-VAPLC    ","03","VA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSV204 Pushout              ","false"
"0","1477","CAMBRIA COUNTY PLANNING COMMISSION                                    ","CAMBRIA CPC         ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWM9204 Pushout              ","false"
"0","1431","CAMBRIA COUNTY TRANSIT AUTHORITY                                      ","CCTA                ","03","PA","                                        ","                                        ","                                        ","8145355526       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWMD204 Pushout              ","false"
"0","1487","CENTRAL VIRGINIA PLANNING DISTRICT COMMISSION                         ","CVPDC               ","03","VA","                                        ","                                        ","                                        ","8048453491       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWQ2204 Pushout              ","false"
"0","1445","CENTRE AREA TRANSPORTATION AUTHORITY                                  ","CATA                ","03","PA","                                        ","                                        ","                                        ","8142382282       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWPX204 Pushout              ","false"
"0","2048","CENTRE REGIONAL PLANNING COMMISSION                                   ","CRPC                ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWMX204 Pushout              ","false"
"0","5532","CHAMBERSBURG TRANSIT AUTHORITY                                        ","CTA                 ","03","PA","                                        ","                                        ","                                        ","7172610909       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSA204 Pushout              ","false"
"0","1448","CHARLOTTESVILLE, CITY OF                                              ","CHARLOTTESVILLE     ","03","VA","                                        ","                                        ","                                        ","8049809840       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWRG204 Pushout              ","false"
"0","1489","CRATER PLANNING DISTRICT COMMISSION                                   ","CPDC                ","03","VA","                                        ","                                        ","                                        ","8048611666       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWN1204 Pushout              ","false"
"0","5803","CRAWFORD AREA TRANSPORTATION AUTHORITY                                ","CATA                ","03","PA","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1999-06-22","false","07/19/1999MLWU0204 Pushout              ","false"
"0","1427","CUMBERLAND-DAUPHIN-HARRISBURG TRANSIT AUTHORITY                       ","CAT                 ","03","PA","                                        ","                                        ","                                        ","7172335657       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNP204 Pushout              ","false"
"0","1452","DANVILLE, CITY OF                                                     ","CITY OF DANVILLE    ","03","VA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWMB204 Pushout              ","false"
"0","5389","DELAWARE COUNTY PLANNING DEPARTMENT                                   ","DCPD                ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNK204 Pushout              ","false"
"0","1396","DELAWARE DEPARTMENT OF TRANSPORTATION                                 ","DELDOT              ","03","DE","                                        ","                                        ","                                        ","3027394597       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWTG204 Pushout              ","false"
"0","1413","DELAWARE RIVER PORT AUTHORITY                                         ","DRPA                ","03","NJ","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1999-04-13","false","07/19/1999MLWTW204 Pushout              ","false"
"0","1479","DELAWARE VALLEY REGIONAL PLANNING COMMISSION                          ","DVRPC               ","03","PA","                                        ","                                        ","                                        ","2155921800       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWPN204 Pushout              ","false"
"0","1397","DISTRICT OF COLUMBIA DEPARTMENT OF PUBLIC WORKS                       ","DCDPW               ","03","DC","                                        ","                                        ","                                        ","2029398142       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSC204 Pushout              ","false"
"0","1470","EASTERN OHIO/OHIO VALLEY REGIONAL TRANSP. AUTHORITY                   ","EO/OVRTA            ","03","WV","                                        ","                                        ","                                        ","3042322190       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSM204 Pushout              ","false"
"0","1488","ERIE COUNTY DEPARTMENT OF PLANNING                                    ","ERIE CTY PLNG       ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSR204 Pushout              ","false"
"0","1425","ERIE METROPOLITAN TRANSIT AUTHORITY                                   ","EMTA                ","03","PA","                                        ","                                        ","                                        ","8144594287       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWOT204 Pushout              ","false"
"0","5349","FAIRFAX, COUNTY OF                                                    ","FAIRFAX COUNTY      ","03","VA","                                        ","                                        ","                                        ","7033241172       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWM5204 Pushout              ","false"
"0","1492","FIFTH PLANNING DISTRICT COMMISSION                                    ","FPDC                ","03","VA","                                        ","                                        ","                                        ","7033434417       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNG204 Pushout              ","false"
"0","1455","GREATER LYNCHBURG TRANSIT COMPANY                                     ","GLTC                ","03","VA","                                        ","                                        ","                                        ","8048477771       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWLU204 Pushout              ","false"
"0","1458","GREATER RICHMOND TRANSIT COMPANY                                      ","GRTC, RICHMOND      ","03","VA","                                        ","                                        ","                                        ","8043583871       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWTC204 Pushout              ","false"
"0","1460","GREATER ROANOKE TRANSIT COMPANY                                       ","GRTC, ROANOKE       ","03","VA","                                        ","                                        ","                                        ","7039820305       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSP204 Pushout              ","false"
"0","1498","HAMPTON ROADS PLANNING DISTRICT COMMISSION                            ","HRPDC               ","03","VA","                                        ","                                        ","                                        ","8044208300       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWQZ204 Pushout              ","false"
"0","2786","IAA-NATIONAL CAPITAL PLANNING COMMISSION                              ","IAA-NTL PLC         ","03","DC","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWPL204 Pushout              ","false"
"0","5756","INDIANA COUNTY TRANSIT AUTHORITY                                      ","ICTA                ","03","PA","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1999-06-17","false","07/19/1999MLWTY204 Pushout              ","false"
"0","5719","JAMES CITY COUNTY TRANSIT COMPANY                                     ","JCCT                ","03","VA","                                        ","                                        ","                                        ","7572536605       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWL0204 Pushout              ","false"
"0","1474","JOINT PLANNING COMMISSION LEHIGH-NORTHAMPTON COUNTIES                 ","JPC                 ","03","PA","                                        ","                                        ","                                        ","2152644544       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWNV204 Pushout              ","false"
"0","1464","KANAWHA VALLEY REGIONAL TRANSPORTATION AUTHORITY                      ","KVRTA               ","03","WV","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSE204 Pushout              ","false"
"0","1493","KYOVA INTERSTATE PLANNING COMMISSION                                  ","KYOVA IPC           ","03","WV","                                        ","                                        ","                                        ","3045237434       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWO6204 Pushout              ","false"
"0","1482","LACKAWANNA COUNTY REGIONAL PLANNING COMMISSION                        ","LCRPC               ","03","PA","                                        ","                                        ","                                        ","7179636826       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWOM204 Pushout              ","false"
"0","1443","LACKAWANNA, COUNTY OF, TRANSIT SYSTEM                                 ","COLTS               ","03","PA","                                        ","                                        ","                                        ","7173462061       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSI204 Pushout              ","false"
"0","1478","LANCASTER COUNTY PLANNING COMMISSION                                  ","LANCASTER CPC       ","03","PA","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWL9204 Pushout              ","false"
"0","1419","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY                       ","LANTA               ","03","PA","                                        ","                                        ","                                        ","6104353646       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWSK204 Pushout              ","false"
"0","5491","LORD FAIRFAX PLANNING DISTRICT COMMISSION                             ","LORD FAIRFAX PDC    ","03","VA","                                        ","                                        ","                                        ","7036354146       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWTA204 Pushout              ","false"
"0","1483","LUZERNE COUNTY PLANNING COMMISSION                                    ","LCPC                ","03","PA","                                        ","                                        ","                                        ","7178251560       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWTE204 Pushout              ","false"
"0","1432","LUZERNE COUNTY TRANSPORTATION AUTHORITY                               ","LCTA                ","03","PA","                                        ","                                        ","                                        ","7172889356       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWQK204 Pushout              ","false"
"0","1484","LYCOMING COUNTY PLANNING COMMISSION                                   ","LYCOMING CPC        ","03","PA","                                        ","                                        ","                                        ","7173272230       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWLB204 Pushout              ","false"
"0","3006","MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION                ","MD NTL PRK PLC      ","03","MD","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWTU204 Pushout              ","false"
"0","1401","MASS TRANSIT ADMINISTRATION                                           ","MTA                 ","03","MD","                                        ","                                        ","                                        ","4103333885       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWLI204 Pushout              ","false"
"0","1473","METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS                        ","COG                 ","03","DC","                                        ","                                        ","                                        ","2029623200       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999MLWQ6204 Pushout              ","false"
